,Date,Unix,Ticker,Price,stock_p_change,SP500,sp500_p_change,Difference,DE Ratio,Trailing P/E,Price/Sales,Price/Book,Profit Margin,Operating Margin,Return on Assets,Return on Equity,Revenue Per Share,Market Cap,Enterprise Value,Forward P/E,PEG Ratio,Enterprise Value/Revenue,Enterprise Value/EBITDA,Revenue,Gross Profit,EBITDA,Net Income Avl to Common ,Diluted EPS,Earnings Growth,Revenue Growth,Total Cash,Total Cash Per Share,Total Debt,Current Ratio,Book Value Per Share,Cash Flow,Beta,Held by Insiders,Held by Institutions,Shares Short (as of,Short Ratio,Short % of Float,Shares Short (prior ,Current Price,Shares Outstanding,Status
0,N/A,N/A,aa,N/A,N/A,N/A,N/A,N/A,33.52,33.24242424242424,N/A,0.48,185120000.0,5.96,2.54,1920000000.0,54.49,2039542400.0,4750000000.0,185120000.0,0.33,0.47,3.62,10430000000.0,1920000000.0,1310000000.0,0.33,0.33,17.25,17.25,1280000000.0,4.46,1950000000.0,1.50,22.99,17.25,2.26,0.38,77.21,11480000.0,1.18,6.91,11050000.0,10.97,185920000.0,N/A
1,N/A,N/A,aapl,N/A,N/A,N/A,N/A,N/A,151.43,28.602513747054203,N/A,20.08,21.35,24.48,12.38,62.09,60.10,1576596300000.0,1.6,24.52,2.56,5.98,20.74,260170000000.00003,98390000000.0,77310000000.0,57220000000.0,12.73,3.70,0.50,69390000000.0,21.7,118760000000.0,1.50,18.14,75370000000.0,1.17,0.07,62.12,34830000.0,1.09,0.80,33590000.0,364.11,4330000000.0,N/A
2,N/A,N/A,abbv,N/A,N/A,N/A,N/A,N/A,22.99,17.50088495575221,N/A,22.60,24.77,41.01,11.80,25830000000.0,22.99,174028800000.0,171970000000.0,8.42,0.94,5.05,10.72,33270000000.000004,25830000000.0,16040000000.0,8390000000.000001,5.65,22.40,10.10,13320000000.0,27.86,67090000000.0,3.14,22.60,14120000000.0,0.82,0.11,76.76,19760000.0,1.94,1.12,24800000.0,98.88,1760000000.0,N/A
3,N/A,N/A,abc,N/A,N/A,N/A,N/A,N/A,126.07,13.187088274044797,N/A,5.67,0.85,0.99,2.86,47.22,898.19,20358306000.0,21450000000.0,12.24,1.63,0.12,9.44,179590000000.0,4990000000.0,2270000000.0,1580000000.0,7.59,9.50,9.50,2340000000.0,18.15,4670000000.0,0.97,17.66,2240000000.0,0.61,27.78,67.90,3660000.0,2.77,2.51,4150000.0000000005,100.09,203400000.0,N/A
4,N/A,N/A,abt,N/A,N/A,N/A,N/A,N/A,60.05,46.34673366834171,N/A,5.40,11.15,15.38,4.59,11.56,18.14,163247100000.0,177950000000.0,25.06,3.16,5.55,22.17,31900000000.0,18710000000.0,8029999999.999999,3540000000.0,1.99,2.50,2.50,6140000000.0,2.07,18270000000.0,1.43,17.08,6140000000.0,0.97,0.73,77.18,12820000.0,1.78,0.74,18120000.0,92.23,1770000000.0,N/A
5,N/A,N/A,aci,N/A,N/A,N/A,N/A,N/A,647.34,42.72972972972973,N/A,466400000.0,0.75,1.66,2.85,25.02,107.81,7573464300.0,23350000000.0,0.75,0.37,0.37,8.56,62460000000.0,17590000000.0,2730000000.0,466400000.0,0.37,10.10,10.10,1900000000.0,0.82,14750000000.0,0.97,466400000.0,1900000000.0,466400000.0,14.94,73.63,14.94,466400000.0,466400000.0,14.94,15.81,479030000.0,N/A
6,N/A,N/A,acn,N/A,N/A,N/A,N/A,N/A,21.31,28.23560209424084,N/A,8.57,11.11,14.68,12.93,32.82,69.98,137241064000.0,134780000000.0,26.70,3.78,3.03,18.66,43220000000.0,13310000000.0,7220000000.0,4950000000.0,7.64,31.36,31.36,6630000000.0,10.13,3510000000.0,1.37,25.18,7180000000.0,1.05,0.19,74.68,6870000.0,3.08,1.08,7790000.0,215.72,636200000.0,N/A
7,N/A,N/A,adbe,N/A,N/A,N/A,N/A,N/A,43.17,58.43667546174142,N/A,19.54,30.71,31.36,11.44,35.55,24.92,212465397000.0,209150000000.0,39.87,3.02,17.36,48.13,11170000000.0,9500000000.0,4350000000.0,3700000000.0,7.58,76.00,14.00,4420000000.0,9.07,4700000000.0,1.29,22.67,4810000000.0,0.92,0.29,89.10,4620000.0,1.44,0.96,4750000.0,442.95,479660000.0,N/A
8,N/A,N/A,adi,N/A,N/A,N/A,N/A,N/A,53.08,40.548494983277585,N/A,3.85,20.05,26.71,4.29,9.53,15.03,44642992800.0,50040000000.0,24.15,4.44,9.02,21.78,5990000000.0,4010000000.0,2300000000.0,1110000000.0,2.99,65.56,65.56,2250000000.0,2.13,6150000000.0,1.30,31.46,1990000000.0,1.35,0.33,91.45,4920000.0,1.83,1.34,4500000.0,121.24,368220000.0,N/A
9,N/A,N/A,adm,N/A,N/A,N/A,N/A,N/A,70.82,14.544117647058822,N/A,1.16,2.39,2.51,2.21,8.08,114.35,21975580000.0,30830000000.0,11.99,0.48,0.48,11.81,64660000000.0,4150000000.0000005,2610000000.0,1540000000.0,2.72,68.30,6.48,5260000000.0,8.52,13490000000.0,1.51,34.15,68.30,0.95,0.44,80.70,11060000.0,3.46,2.00,9330000.0,39.56,555500000.0,N/A
10,N/A,N/A,adp,N/A,N/A,N/A,N/A,N/A,44.88,25.821612349914236,N/A,11.78,17.15,21.85,4.40,47.13,34.17,64697575800.0,65450000000.0,26.36,2.15,4.43,17.74,14180000000.0,6390000000.0,3690000000.0,2530000000.0,5.83,9.80,5.70,2690000000.0,3.97,2460000000.0,1.03,12.77,2980000000.0,0.82,0.14,82.28,4250000.0,1.51,0.99,4540000.0,150.54,429770000.0,N/A
11,N/A,N/A,adsk,N/A,N/A,N/A,N/A,N/A,15.59,176.58088235294116,N/A,305200000.0,8.91,13.73,5.68,2980000000.0,15.59,52640880000.0,53260000000.0,44.64,1.93,15.55,94.78,3270000000.0,2980000000.0,561900000.0,305200000.0,1.36,20.40,20.40,1420000000.0,6.69,2080000000.0,0.79,305200000.0,1520000000.0,1.59,0.15,97.69,3710000.0,1.87,1.69,3730000.0,240.15,219200000.0,N/A
12,N/A,N/A,adt,N/A,N/A,N/A,N/A,N/A,359.10,7.009090909090909,N/A,2.05,108320000.0,4.81,0.95,3740000000.0,7.02,5937856500.0,16210000000.0,7.01,1.56,3.09,7.26,5130000000.0,3740000000.0,2230000000.0,1.1,1.1,10.20,10.20,1870000000.0,0.15,10400000000.0,0.58,3.76,1610000000.0,2.26,1.84,95.27,14750000.0,6.51,13.20,20810000.0,7.71,770150000.0,N/A
13,N/A,N/A,aee,N/A,N/A,N/A,N/A,N/A,125.81,23.174050632911392,N/A,2.24,14.15,23.69,2.89,9.82,22.50,18079754700.0,28720000000.0,19.53,3.63,5.19,12.32,5650000000.0,2740000000.0,2330000000.0,3.16,3.16,48.82,48.82,2170000000.0,0.17,10350000000.0,0.62,32.75,2069999999.9999998,0.27,0.43,77.00,13250000.0,7.17,6.16,13250000.0,73.23,246890000.0,N/A
14,N/A,N/A,aep,N/A,N/A,N/A,N/A,N/A,166.04,22.18279569892473,N/A,2.07,12.09,18.57,2.38,9.37,30.87,40833371600.0,72890000000.0,17.82,3.29,4.78,14.05,15560000000.0,6500000000.0,5190000000.0,1840000000.0,3.72,42.87,42.87,4269999999.9999995,3.51,33330000000.0,0.45,39.84,4080000000.0,0.38,0.01,76.46,7210000.0,2.51,1.46,8310000.000000001,82.52,494830000.0,N/A
15,N/A,N/A,afl,N/A,N/A,N/A,N/A,N/A,36.84,8.85929648241206,N/A,0.96,13.49,19.02,1.74,11.22,29.65,25299402600.0,29970000000.0,7.89,5.09,1.37,7.16,22310000000.0,7760000000.0,4190000000.0000005,2940000000.0,3.98,33.45,33.45,5460000000.0,7.05,9730000000.0,0.47,36.75,5330000000.0,0.89,8.52,64.68,7980000.0,1.64,1.12,10560000.0,35.26,717510000.0,N/A
16,N/A,N/A,aiv,N/A,N/A,N/A,N/A,N/A,253.22,28.933333333333334,N/A,3.38,22.72,16.70,1.42,11.41,6.11,5814471600.0,11140000000.0,651.00,550.14,12.25,20.67,915100000.0,603880000.0,538990000.0,201260000.0,1.35,66.18,66.18,374470000.0,2.29,4800000000.0,1.07,11.55,370270000.0,0.85,0.84,101.94,2790000.0,2.06,2.26,3040000.0,39.06,148860000.0,N/A
17,N/A,N/A,aiz,N/A,N/A,N/A,N/A,N/A,70.95,17.600700525394046,N/A,1.12,3.70,6.28,0.92,6.89,163.60,5994825000.0,7580000000.0,9.49,0.57,0.75,9.96,9920000000.0,934300000.0,761100000.0,352900000.0,5.71,5.30,5.30,1410000000.0,37.83,3820000000.0,0.60,89.89,1040000000.0,0.56,0.84,98.12,2650000.0,4.71,5.07,2760000.0,100.50,59650000.0,N/A
18,N/A,N/A,all,N/A,N/A,N/A,N/A,N/A,27.44,7.893456375838927,N/A,1.33,9.38,12.76,3.01,17.25,134.90,29555550800.0,32150000000.0,8.62,2.57,0.74,5.16,44670000000.0,12490000000.0,6230000000.0,3930000000.0,11.92,27.52,27.52,5130000000.0,19.13,6630000000.0,0.51,70.49,5440000000.0,0.88,0.42,80.77,3950000.0,1.92,1.26,3870000.0,94.09,314120000.0,N/A
19,N/A,N/A,altr,N/A,N/A,N/A,N/A,N/A,58.30,145.92592592592592,N/A,8.06,35950000.0,0.55,0.25,326320000.0,6.42,1647708000.0,2900000000.0,145.93,4.91,6.26,118.12,458920000.0,326320000.0,24530000.0,0.27,0.27,2.80,2.80,31390000.0,3.39,207640000.0,2.37,4.89,34110000.0,1.6,4.36,95.94,5170000.0,18.34,12.42,5260000.0,39.40,41820000.0,N/A
20,N/A,N/A,alxn,N/A,N/A,N/A,N/A,N/A,24.24,10.604343720491029,N/A,2.11,44.83,44.97,9.26,22.13,23.78,24799209000.0,25280000000.0,9.61,0.82,4.78,9.26,4990000000.0,4600000000.0,2730000000.0,2370000000.0,10.59,26.70,26.70,2080000000.0,10.7,2850000000.0,4.35,53.13,2200000000.0,1.48,0.30,95.39,4390000.0,2.03,2.07,4750000.0,112.30,220830000.0,N/A
21,N/A,N/A,amat,N/A,N/A,N/A,N/A,N/A,78.22,19.426751592356688,N/A,6.20,18.89,23.81,11.32,33.86,16.77,55905280000.0,57260000000.0,14.25,0.82,3.71,14.17,14610000000.0,6390000000.0,4040000000.0,2920000000.0,3.14,17.10,11.80,3250000000.0,6.22,7060000000.0,2.67,9.85,3240000000.0,1.39,0.36,85.35,22100000.0,2.57,2.42,21920000.0,61.00,916480000.0,N/A
22,N/A,N/A,amgn,N/A,N/A,N/A,N/A,N/A,335.77,20.222396241190292,N/A,16.01,32.03,40.07,9.55,75.55,40.14,151909680000.0,175750000000.0,15.24,2.79,7.33,14.60,23360000000.0,19010000000.0,12040000000.0,7670000000.0,12.77,10.90,10.90,9150000000.0,13.62,31850000000.0,1.59,16.13,9440000000.0,0.95,0.22,78.93,5890000.0,1.93,1.00,7010000.0,258.24,588250000.0,N/A
23,N/A,N/A,amp,N/A,N/A,N/A,N/A,N/A,77.07,5.4742190440346254,N/A,2.66,27.69,37.50,2.06,56.38,97.43,17794353000.0,11030000000.0,8.46,0.76,0.86,2.22,12890000000.0,6330000000.0,4970000000.0,3530000000.0,26.57,463.10,62.87,2340000000.0,97.49,5160000000.0,2.68,54.71,7060000000.0,1.84,0.25,88.02,3090000.0,2.72,2.84,3330000.0,145.45,122340000.0,N/A
24,N/A,N/A,amt,N/A,N/A,N/A,N/A,N/A,677.20,61.73130841121495,N/A,32.23,24.55,38.51,4.69,34.75,17.53,117126935099.99998,147960000000.0,53.81,4.19,19.07,30.81,7580000000.0,5360000000.0,4800000000.0,1910000000.0,4.28,4.50,9.90,3750000000.0,2.99,31190000000.0,0.49,8.20,3770000000.0,0.45,0.34,94.05,3690000.0,1.83,0.97,3740000.0,264.21,443310000.0,N/A
25,N/A,N/A,an,N/A,N/A,N/A,N/A,N/A,228.71,26.676258992805757,N/A,1.14,0.60,3.64,4.45,4.49,233.63,3234117600.0,9330000000.0,8.72,3.60,0.44,9.82,21340000000.0,3520000000.0,949500000.0,126500000.0,1.39,16.59,16.59,769200000.0,4.71,6510000000.0,0.95,32.64,623200000.0,1.47,11.64,84.45,5850000.0,6.52,10.38,6260000.0,37.08,87220000.0,N/A
26,N/A,N/A,anf,N/A,N/A,N/A,N/A,N/A,242.31,19.33928571428571,N/A,0.85,57240000.0,N/A,2150000000.0,2150000000.0,53.20,675575400.0,1910000000.0,19.34,0.57,0.57,13.09,3620000000.0,2150000000.0,146110000.0,0.56,0.56,58.41,58.41,300690000.0,11.29,1930000000.0,1.32,12.69,281220000.0,1.39,2.14,108.41,8289999.999999999,2.75,18.27,10310000.0,10.83,62380000.0,N/A
27,N/A,N/A,aon,N/A,N/A,N/A,N/A,N/A,285.12,27.7463768115942,N/A,13.96,14.84,24.63,5.75,41.62,46.92,44240266000.0,52860000000.0,18.68,2.16,4.77,16.11,11010000000.0,5170000000.0,3280000000.0,1650000000.0,6.90,21.70,2.40,1830000000.0,3.31,9290000000.0,1.01,13.71,2100000000.0,0.88,0.95,93.77,12300000.0,8.6,5.37,11080000.0,191.45,231080000.0,N/A
28,N/A,N/A,apa,N/A,N/A,N/A,N/A,N/A,15.59,57.65217391304348,N/A,0.23,376010000.0,N/A,4630000000.0,4630000000.0,15.59,5004721800.0,15280000000.0,376010000.0,0.23,2.60,4.42,6210000000.0,4630000000.0,3460000000.0,0.23,0.23,72.82,72.82,2870000000.0,1.13,9010000000.0,0.94,0.23,2770000000.0,4.65,0.46,99.95,17290000.0,0.85,6.24,34090000.0,13.26,377430000.0,N/A
29,N/A,N/A,apd,N/A,N/A,N/A,N/A,N/A,31.61,28.276571428571426,N/A,4.81,21.66,25.29,7.32,17.33,40.66,54645181200.0,56450000000.0,25.20,3.06,6.29,16.52,8920000000.0,2940000000.0,3420000000.0,1960000000.0,8.75,12.90,1.30,2970000000.0,10.2,3710000000.0,2.60,51.49,2920000000.0,0.88,0.25,86.04,2460000.0,2.55,1.12,2790000.0,247.42,220860000.0,N/A
30,N/A,N/A,aph,N/A,N/A,N/A,N/A,N/A,114.55,26.122615803814714,N/A,6.47,13.90,19.24,8.77,26.40,27.34,28366974300.0,31140000000.0,25.98,11.17,3.83,16.72,8230000000.0,2620000000.0,1860000000.0,1130000000.0,3.67,31.34,31.34,1500000000.0,8.06,5090000000.0,2.54,14.82,1540000000.0,1.27,0.52,99.24,3510000.0,2.03,1.60,3300000.0,95.87,295890000.0,N/A
31,N/A,N/A,ati,N/A,N/A,N/A,N/A,N/A,77.75,5.538043478260869,N/A,0.62,6.47,7.79,3.51,13.09,32.33,1290359700.0,2440000000.0,42.46,16.98,0.60,5.39,4120000000.0,637800000.0,452600000.0,263700000.0,1.84,33.60,15.75,230100000.0,5.05,1700000000.0,2.37,16.49,244700000.0,1.88,0.65,108.50,9160000.0,3.29,9.40,9070000.0,10.19,126630000.0,N/A
32,N/A,N/A,atvi,N/A,N/A,N/A,N/A,N/A,20.54,38.37128712871287,N/A,4.59,24.19,27.15,5.83,12.68,8.40,59719904800.00001,56420000000.0,25.58,1.22,8.74,27.45,6490000000.0,4400000000.0,2060000000.0,1560000000.0,2.02,12.10,68.52,1830000000.0,7.76,2680000000.0,2.78,16.90,1530000000.0,0.6,1.37,92.22,9360000.0,1.19,1.23,12900000.0,77.51,770480000.0,N/A
33,N/A,N/A,avb,N/A,N/A,N/A,N/A,N/A,75.82,28.608228980322004,N/A,2.06,33.13,35.41,2.72,7.24,16.95,22505541600.0,29960000000.0,36.43,14.78,12.67,19.78,2330000000.0,1560000000.0,1510000000.0,781590000.0,5.59,6.70,6.70,1320000000.0,5.54,8279999999.999999,1.68,77.69,1300000000.0,0.83,0.27,96.54,2200000.0,1.57,2.12,2880000.0,159.92,140730000.0,N/A
34,N/A,N/A,avp,N/A,N/A,N/A,N/A,N/A,11.19,22.4,N/A,0.25,378900000.0,6.56,6.61,3300000000.0,11.19,2480856000.0,4330000000.0,22.40,0.15,0.87,11.02,5570000000.0,3300000000.0,392700000.0,0.25,0.25,57.86,57.86,92700000.0,1.27,1890000000.0,1.20,0.25,40900000.0,1.86,1.01,80.68,18100000.0,2.68,4.59,16450000.0,5.60,443010000.0,N/A
35,N/A,N/A,avy,N/A,N/A,N/A,N/A,N/A,240.35,17.00581395348837,N/A,8.31,8.29,11.80,8.95,54.01,84.21,9750780000.0,11800000000.0,17.89,2.57,1.67,11.88,7070000000.0,1900000000.0,993300000.0,584700000.0,6.88,27.28,27.28,746500000.0,9.26,2820000000.0,1.14,14.08,715500000.0,1.19,0.68,92.06,882.72,1.58,1.21,838.66,117.00,83340000.0,N/A
36,N/A,N/A,azo,N/A,N/A,N/A,N/A,N/A,508.05,0.034369629745352286,N/A,1560000000.0,12.90,18.06,12.02,6370000000.0,508.05,51392000.00000001,34620000000.0,16.62,3.80,2.87,13.46,11860000000.0,6370000000.0,2570000000.0,1560000000.0,64.01,53.73,53.73,2130000000.0,23.27,8320000000.0,0.94,1560000000.0,2140000000.0000002,0.91,0.41,96.51,459.17,1.72,1.97,444.39,2.20,23360000.0,N/A
37,N/A,N/A,ba,N/A,N/A,N/A,N/A,N/A,124.75,28.65451664025357,N/A,6.31,532820000.00000006,N/A,4760000000.0,4760000000.0,124.75,102034699200.0,125740000000.0,28.65,1.78,1.78,4.67,76560000000.0,4760000000.0,38930000000.0,6.31,6.31,2.21,2.21,13220000000.0,27.51,38930000000.0,1.17,6.31,2.21,1.45,0.13,66.60,12050000.0,0.23,2.14,17570000.0,180.81,564320000.0,N/A
38,N/A,N/A,bax,N/A,N/A,N/A,N/A,N/A,93.71,45.659685863874344,N/A,5.76,8.60,17.67,7.19,13.01,22.70,44375936400.0,47590000000.0,22.83,2.72,4.13,16.81,11360000000.0,4920000000.0,2830000000.0,1.91,1.91,6.20,6.20,2100000000.0,8.08,7240000000.0,2.74,15.14,2250000000.0,0.79,0.13,87.48,4030000.0000000005,1.27,0.79,4430000.0,87.21,508840000.0,N/A
39,N/A,N/A,bbby,N/A,N/A,N/A,N/A,N/A,219.51,77.21428571428571,N/A,0.76,119530000.0,N/A,3540000000.0,3540000000.0,89.73,1376653500.0,3810000000.0,119530000.0,0.14,0.34,13.26,11160000000.0,3540000000.0,287270000.0,0.14,0.14,31.74,31.74,590940000.0,11.17,3870000000.0,1.55,14.22,590940000.0,2.45,5.07,114.55,69910000.0,5.78,73.06,76680000.0,10.81,127350000.0,N/A
40,N/A,N/A,bby,N/A,N/A,N/A,N/A,N/A,155.51,16.164510166358596,N/A,6.59,3.33,4.53,8.08,42.43,163.98,22589209500.0,23860000000.0,14.27,2.15,0.55,8.62,43640000000.0,10050000000.0,2770000000.0,1440000000.0,5.41,22.86,22.86,2560000000.0,15.63,5300000000.0,1.02,13.27,3390000000.0,1.47,14.84,81.63,7170000.0,2.18,3.54,6450000.0,87.45,258310000.0,N/A
41,N/A,N/A,bdx,N/A,N/A,N/A,N/A,N/A,103.17,72.92559523809524,N/A,3.18,6.17,17.11,3.51,5.09,64.26,72254446400.0,85850000000.0,19.63,4.71,4.93,16.59,17290000000.0,8289999999.999999,5170000000.0,3.36,3.36,1.40,1.40,3330000000.0,8.67,21610000000.0,0.98,77.08,3500000000.0,0.94,0.17,89.53,2150000.0,0.71,0.84,2240000.0,245.03,294880000.0,N/A
42,N/A,N/A,beam,N/A,N/A,N/A,N/A,N/A,16.08,0.5349268111914026,N/A,5.42,0.00,0.00,100.00,100.00,0.00,1433684200.0,1610000000.0,0.00,53.97,53.97,53.97,54620000.0,54620000.0,23090000.0,53.97,53.97,100.00,100.00,5710000.0,2.58,23090000.0,8.26,5.33,100.00,473.53,13.61,23.31,1100000.0,4.31,3.14,1020000.0,28.87,49660000.0,N/A
43,N/A,N/A,ben,N/A,N/A,N/A,N/A,N/A,9.18,10.39795918367347,N/A,1.02,17.29,27.35,6.72,8.71,11.44,10094417800.0,6320000000.0,10.40,1.11,1.11,3.93,5770000000.0,2380000000.0,1610000000.0,971300000.0,1.96,41.08,41.08,201600000.0,11.79,1010000000.0,4.91,20.00,41.08,1.3,45.85,52.24,31210000.0,7.32,11.64,32310000.000000004,20.38,495310000.0,N/A
44,N/A,N/A,big,N/A,N/A,N/A,N/A,N/A,192.94,5.726241134751773,N/A,1.79,5.05,3.44,3.69,36.06,140.00,1583715100.0,2980000000.0,8.14,0.55,0.55,9.07,5320000000.0,2109999999.9999998,328170000.0,276250000.0,7.05,223.70,11.10,338970000.0,7.95,1710000000.0,1.48,22.54,427660000.0,2.4,2.18,108.26,8150000.0,3.41,28.75,7320000.0,40.37,39230000.0,N/A
45,N/A,N/A,biib,N/A,N/A,N/A,N/A,N/A,50.77,8.182716049382716,N/A,3.54,40.76,52.25,17.92,44.56,79.62,44033780800.0,45760000000.0,8.44,3.17,3.17,5.72,14380000000.0,12420000000.0,6370000000.0,5880000000.0,32.40,13.00,1.30,7080000000.0,23.66,6370000000.0,1.73,75.00,7090000000.0,0.53,0.66,93.15,4650000.0,3.52,2.87,4480000.0,265.12,166090000.0,N/A
46,N/A,N/A,blk,N/A,N/A,N/A,N/A,N/A,20.04,20.451074870274276,N/A,2.59,28.38,34.05,2.02,12.24,95.99,83659367400.0,86600000000.0,17.88,5.94,5.81,15.74,14540000000.0,7410000000.0,5500000000.0,4230000000.0000005,26.98,10.90,10.90,2880000000.0,47.61,6920000000.0,1.53,212.87,2170000000.0,1.28,3.32,84.87,2310000.0,1.49,2.00,1960000.0,551.77,151620000.0,N/A
47,N/A,N/A,bll,N/A,N/A,N/A,N/A,N/A,305.59,51.292857142857144,N/A,8.90,4.11,10.55,4.52,13.92,34.89,702301800.0,30930000000.0,22.94,2.61,2.70,16.38,11470000000.0,2270000000.0,1890000000.0,1.40,1.40,0.00,0.00,1550000000.0,2.46,8250000000.0,1.06,8.07,0.00,0.51,0.68,84.87,9780000.0,4.81,3.49,10500000.0,71.81,9780000.0,N/A
48,N/A,N/A,bmy,N/A,N/A,N/A,N/A,N/A,95.10,115.96078431372548,N/A,2.68,3.08,24.63,5.82,3.00,16.66,133656400000.0,163090000000.0,7.97,0.44,5.26,14.08,26140000000.0,18930000000.0,11580000000.0,0.51,0.51,82.10,82.10,8070000000.0,8.1,47530000000.0,1.66,22.06,10570000000.0,0.71,0.11,79.09,30590000.0,1.88,1.35,34430000.0,59.14,2260000000.0,N/A
49,N/A,N/A,bsx,N/A,N/A,N/A,N/A,N/A,76.82,11.638157894736842,N/A,3.59,39.75,14.97,3.74,37.22,7.74,50593400000.0,59740000000.0,20.93,5.19,5.54,22.35,10730000000.0,7630000000.0,2670000000.0,4290000000.0,3.04,2.00,2.00,1840000000.0,0.26,10600000000.0,1.21,9.86,1410000000.0,0.93,0.24,95.35,18640000.0,1.5,1.31,11200000.0,35.38,1430000000.0,N/A
50,N/A,N/A,btu,N/A,N/A,N/A,N/A,N/A,54.34,91.66666666666667,N/A,0.11,67440000.0,N/A,1090000000.0,1090000000.0,41.82,268675000.0,1020000000.0,67440000.0,0.03,0.24,1.63,4620000000.0,1090000000.0,624800000.0,0.03,0.03,20.17,20.17,677400000.0,6.99,1380000000.0,1.76,25.48,475100000.0,1.52,1.06,103.28,7390000.0,2.79,10.89,6600000.0,2.75,97700000.0,N/A
51,N/A,N/A,bwa,N/A,N/A,N/A,N/A,N/A,40.09,10.141210374639769,N/A,1.54,7.24,11.63,7.32,16.50,48.08,7295238900.0,8480000000.0,10.89,7.30,0.86,5.33,10170000000.0,2100000000.0,1590000000.0,3.47,3.47,20.53,20.53,1010000000.0,4.35,1950000000.0,1.76,22.79,1230000000.0,1.74,0.51,96.45,19240000.0,5.4,10.49,17900000.0,35.19,207310000.0,N/A
52,N/A,N/A,bxp,N/A,N/A,N/A,N/A,N/A,148.31,15.59625212947189,N/A,2.43,31.18,35.67,3.11,13.24,19.09,14224123500.0,28630000000.0,37.52,2.79,9.69,16.57,2930000000.0,1840000000.0,1730000000.0,909410000.0,5.87,407.90,3.70,1180000000.0,4.25,12490000000.0,4.09,37.65,1150000000.0,1.05,0.14,98.97,2650000.0,1.28,1.97,3150000.0,91.55,155370000.0,N/A
53,N/A,N/A,cag,N/A,N/A,N/A,N/A,N/A,122.60,20.58720930232558,N/A,2.17,7.60,16.56,5.14,10.92,22.68,17247502800.0,26460000000.0,13.83,2.15,2.39,11.92,11050000000.0,3100000000.0,2220000000.0,840100000.0,1.72,57.60,25.80,1840000000.0,1.13,9750000000.0,0.88,16.31,1840000000.0,0.78,0.32,88.03,9660000.0,2.79,2.58,10160000.0,35.41,487080000.0,N/A
54,N/A,N/A,cah,N/A,N/A,N/A,N/A,N/A,642.79,9.367088607594935,N/A,12.57,291400000.0,1.19,2.78,6830000000.0,522.40,15125082000.0,20550000000.0,9.37,2.07,0.13,7.47,145530000000.0,6830000000.0,2750000000.0,5.53,5.53,20.20,11.20,2720000000.0,7.98,7750000000.0,1.05,4.12,2230000000.0,4.12,0.16,91.51,4120000.0,1.9,1.61,1.41,51.80,291990000.0,N/A
55,N/A,N/A,cat,N/A,N/A,N/A,N/A,N/A,260.79,13.50105708245243,N/A,4.88,10.41,14.77,6.09,35.69,91.80,69127172800.0,100140000000.0,17.86,1.97,1.97,10.02,53800000000.0,14460000000.0,37130000000.0,5300000000.0,9.46,26.09,26.09,6910000000.0,11.53,37130000000.0,1.42,26.20,6920000000.0,1.08,0.19,70.02,8870000.0,2.19,1.64,9240000.0,127.72,541240000.0,N/A
56,N/A,N/A,cb,N/A,N/A,N/A,N/A,N/A,35.31,15.6571072319202,N/A,1.09,10.79,13.04,1.61,7.01,74.78,56677275200.0,70010000000.0,11.51,3.63,2.06,14.80,34229999999.999996,8720000000.0,4730000000.0,3670000000.0,8.02,23.50,23.50,6340000000.0,11.3,18430000000.0,0.35,115.64,6730000000.0,0.72,0.53,90.40,3730000.0,1.06,0.83,4500000.0,125.57,451360000.0,N/A
57,N/A,N/A,cci,N/A,N/A,N/A,N/A,N/A,242.68,96.45197740112994,N/A,7.03,14.75,27.48,2.60,7.79,13.88,71147560000.0,95400000000.0,62.31,4.06,16.52,30.78,5760000000.0,3780000000.0,3100000000.0,1.77,1.77,0.90,0.90,2700000000.0,0.74,24560000000.0,0.47,24.27,2840000000.0,0.37,0.43,93.22,10660000.0,4.48,2.96,9940000.0,170.72,416750000.0,N/A
58,N/A,N/A,ccl,N/A,N/A,N/A,N/A,N/A,59.42,5.838235294117647,N/A,0.45,8.94,14.96,4.31,7.72,30.45,9523077200.0,23960000000.0,8.94,0.12,1.14,4.48,20820000000.0,7920000000.0,5350000000.0,1870000000.0,2.72,2.50,2.50,5470000000.0,1.98,14430000000.0,0.27,35.46,5270000000.0,1.96,15.44,76.12,122360000.0,1.9,35.19,117880000.0,15.88,599690000.0,N/A
59,N/A,N/A,cern,N/A,N/A,N/A,N/A,N/A,39.30,43.4223602484472,N/A,5.51,8.93,12.37,6.44,11.35,18.17,21277108500.0,22400000000.0,21.12,1.66,3.92,19.16,5690000000.0,4620000000.0,1170000000.0,510390000.0,1.61,1.60,1.60,1310000000.0,1.31,1520000000.0,1.93,12.70,1280000000.0,0.88,3.63,86.01,15300000.0,7.46,5.66,14970000.0,69.91,304350000.0,N/A
60,N/A,N/A,cf,N/A,N/A,N/A,N/A,N/A,87.90,13.665116279069768,N/A,2.30,10.33,20.35,4.57,11.18,20.88,6281444000.0,12950000000.0,17.49,2.84,2.84,7.09,4590000000.0,1170000000.0,1830000000.0,2.15,2.15,25.39,25.39,1500000000.0,3.52,4750000000.0,1.20,12.76,1490000000.0,1.1,0.47,97.41,4930000.0,1.96,3.04,4540000.0,29.38,213800000.0,N/A
